bill_id,intercept_term,num_cosponsors,introduced_month,num_voting_rounds,num_passed_rounds,amount,bipartisan score,% of cosponsors in the committee it is referred to,historical rate for success,historical rate for getting out committee,Vote-mean,Vote-stdev,Vote-hist-10%,Vote-hist-25%,Vote-hist-50%,Vote-hist-75%,Vote-hist-90%,status
hr1009,1,33,3,0,0,17736.9565217391,0.303030303,0.24,0.0483870968,0.2741935484,0.7867104368,1.7708669346,-1.0605492562,-0.2722200063,0.5125055344,1.1231275199,3.3633673028,REFERRED
hr101,1,8,1,0,0,19914.6666666667,0,0.48,0.0007309942,0.0168128655,0.7793252864,2.2221870221,-1.3914490151,-0.4541586152,0.3303276309,1.0556928965,3.9521524711,REFERRED
hr1010,1,198,3,0,0,9753.3461538462,0,0,0.0007309942,0.0168128655,0.7249018335,1.0128400404,-0.5925704881,0.0439846847,0.8341672092,1.1214302479,1.8618604004,REFERRED
hr1011,1,4,3,0,0,125081,1,0.0472727273,0.0391304348,0.2826086957,0.7242677331,1.9955214392,-1.521014282,-0.4304880804,0.4344666556,1.138008892,3.5342158401,REFERRED
hr1012,1,29,3,0,0,114795.294117647,0.0689655172,0.0083333333,0.0437566702,0.1419423693,0.7913446475,1.475777231,-0.8283890577,-0.1015418968,0.6436015071,1.1403861032,2.7383424926,REFERRED
hr1013,1,2,3,0,0,62093.125,1,0,0.0078328982,0.0223118918,0.8193372038,2.5007123835,-1.6454203433,-0.5730009285,0.2600687477,0.9604907243,4.6997298077,REFERRED
hr1014,1,74,3,0,0,57818.25,0.6351351351,0,0.015704154,0.0871327254,0.6068884724,0.6848141016,-0.1048716956,0.159968971,0.5059004562,0.9052106493,1.5357813296,REFERRED
hr1015,1,189,3,0,0,53912.6,0.3227513228,0,0.0058252427,0.0262135922,0.7665335589,0.4692308369,0.2140732297,0.4724481369,0.7788298854,1.0200530028,1.2678115191,REFERRED
hr1016,1,3,3,0,0,153885.6875,0,0.0260869565,0.0426540284,0.2654028436,0.7399622896,1.9665121189,-1.5890695931,-0.490715326,0.6536148108,1.3119312484,3.694902593,REFERRED
hr1017,1,2,3,0,0,10097.375,1,0.48,0.0337142857,0.1388571429,0.6353531089,2.2023236752,-1.4606645725,-0.6061828006,0.152573205,0.7268950674,4.3246410122,REFERRED
hr1018,1,12,3,0,0,382.3529411765,0.0833333333,0.02,0.0509838998,0.1305903399,0.3315639242,0.9593127209,-0.6779076525,-0.2843998306,0.1662753945,0.7208051246,1.6176603447,REFERRED
hr1019,1,26,3,0,0,15538.2857142857,0,0.0020512821,0.015704154,0.0871327254,0.7095621372,1.7945224425,-1.3067395131,-0.5737934773,0.5709403601,1.1166110309,3.4806948924,REFERRED
hr102,1,6,1,0,0,19914.6666666667,0,0.0178723404,0.0318021201,0.0671378092,0.6932201755,2.4455395303,-1.6609156166,-0.7718051719,0.2800555869,0.9090796514,4.0415448719,REFERRED
hr1020,1,243,3,0,0,89934.4666666667,0.6131687243,0.0023076923,0.0437566702,0.1419423693,0.7024980861,0.5162682539,-0.0199216952,0.529655174,0.8347647111,1.0338665262,1.1777503258,REFERRED
hr1021,1,1,3,0,0,82205,1,0.0024489796,0.015704154,0.0871327254,0.9215764676,2.6234706576,-1.8572249534,-0.6715702519,0.5756161008,1.3442998406,4.6113690702,REFERRED
hr1022,1,2,3,1,0,144115,0,0.0066666667,0.0564516129,0.1801075269,1.0277280648,2.4191014086,-1.6303278091,-0.4398242035,0.7633675202,1.4623664416,4.6351487683,PROV_KILL:SUSPENSIONFAILED
hr1023,1,1,3,0,0,517380.5,0,0,0.015704154,0.0871327254,0.7257551842,2.3340019455,-1.8647247458,-0.7464186348,0.5452698498,1.267278599,3.8818692812,REFERRED
hr1024,1,171,3,0,0,107520.8,0.4970760234,0.0004761905,0.0437566702,0.1419423693,0.7001249101,0.4327926894,0.1600778125,0.4606287084,0.7387282401,0.958046969,1.2072693469,REFERRED
hr1025,1,10,3,0,0,86200.0833333333,0,0.0533333333,0.0310559006,0.115942029,0.8292269865,2.6355274555,-2.2111094836,-0.6492498042,0.64772326,1.2530989151,4.6512344648,REFERRED
hr1026,1,43,3,0,0,73846.8333333333,0.9069767442,0.0088888889,0.1050583658,0.2010376135,0.3665367748,0.885842307,-0.5340091827,-0.2204786104,0.1636459469,0.7686644115,1.5451921255,REFERRED
hr1027,1,18,3,0,0,28621.0833333333,0,0.0218181818,0.1875,0.375,0.7104587621,2.0558702048,-1.6274754098,-0.5024087012,0.4875844489,1.1401710642,3.5909455863,REFERRED
hr1028,1,4,3,0,0,21363.6363636364,0,0.0057142857,0.0058252427,0.0262135922,0.6951133397,2.0337471381,-1.3871059738,-0.467106494,0.2803627842,1.0011698302,3.9914004684,REFERRED
hr1029,1,32,3,0,0,25162.5238095238,0,0.0066666667,0.0310559006,0.115942029,0.5988704418,1.8360811353,-1.5215144314,-0.5545380172,0.4418406441,1.1420155177,2.8482484081,REFERRED
hr103,1,2,1,0,0,16585.8125,0,0,0.0602134146,0.2538109756,0.9424260126,2.2668136057,-1.4588305143,-0.4115524378,0.5632392241,1.3218357969,4.3103013735,REFERRED
hr1030,1,26,3,0,0,25162.5238095238,0,0,0.0078328982,0.0223118918,0.6576619851,1.6747484615,-1.1313709838,-0.4563374888,0.4511490268,0.9049860438,3.2410649606,REFERRED
hr1031,1,1,3,0,0,25162.5238095238,0,0,0.0078328982,0.0223118918,0.8853161944,2.2058451268,-1.4792328939,-0.3987832199,0.5324980632,1.2001531806,4.2925938179,REFERRED
hr1032,1,13,3,0,0,39378.75,0.8461538462,0,0.0078328982,0.0223118918,0.8470845006,2.1514663967,-0.8664070803,-0.3765948606,0.1433859721,0.9676822937,4.1905127523,REFERRED
hr1033,1,16,3,1,1,14846.3333333333,0.25,0,0.1050583658,0.2010376135,0.5385386276,1.8852230021,-1.6201834285,-0.5341596885,0.3360330467,0.8718879691,3.184556259,PASS_OVER:HOUSE
hr1034,1,2,3,0,0,58395.9090909091,0,0.0070588235,0.0318021201,0.0671378092,0.755776437,2.7181402505,-2.0800071268,-0.7465249536,0.2446483511,1.0110640375,5.0991313939,REFERRED
hr1035,1,3,3,1,1,69694.1111111111,0.3333333333,0.04,0.0564516129,0.1801075269,0.7106846628,2.1461612943,-1.1621610955,-0.4287339427,0.2028507527,0.7702040204,3.540611156,PASS_OVER:HOUSE
hr1036,1,10,3,2,2,35733.2941176471,0.4,0,0.0602134146,0.2538109756,0.8442475342,2.2101445052,-1.5447970659,-0.3398433454,0.5403441953,1.02118933,4.1267402087,ENACTED:SIGNED
hr1037,1,17,3,0,0,53435.7272727273,0,0.0015384615,0.0078328982,0.0223118918,0.6041286333,2.3733256868,-1.9068620377,-0.7032288209,0.2772023234,0.9332445789,4.0353198752,REFERRED
hr1038,1,43,3,1,1,82770.5,0.488372093,0,0.0310559006,0.115942029,0.7042530779,1.6113451924,-0.9431110904,-0.2024932247,0.4376990111,1.0021309587,2.9026905912,PASS_OVER:HOUSE
hr1039,1,42,3,0,0,52790.3076923077,0.9523809524,0.0584615385,0.0602134146,0.2538109756,0.6778882806,0.782192434,-0.13644363,0.1828129299,0.5521934277,0.9750342919,1.6892602226,REFERRED
hr104,1,29,1,0,0,54499.3333333333,0.8620689655,0,0.0078328982,0.0223118918,0.7162688211,1.499251108,-0.6516566456,-0.133103924,0.350777786,0.9288787357,2.7807161813,REFERRED
hr1040,1,12,3,0,0,29691.7407407407,0.9166666667,0.0019047619,0.0337142857,0.1388571429,0.5524644568,1.5890910295,-0.739631749,-0.3682696935,0.0528298185,0.6561265349,2.833796899,REFERRED
hr1041,1,11,3,0,0,22834.4444444444,0,0.0019047619,0.0058252427,0.0262135922,0.6750441797,1.8507405701,-1.5446549552,-0.4100286027,0.4509743117,1.1045077645,3.4624950598,REFERRED
hr1042,1,1,3,0,0,0,0,0.0019354839,0.1325301205,0.2771084337,0.5271769932,2.0108167772,-1.4779755901,-0.6354912801,0.1506566492,0.6095738939,3.3735155369,REFERRED
hr1043,1,1,3,0,0,0,0,0,0.0564516129,0.1801075269,0.7193008638,2.4641701006,-2.1925994068,-0.6982404839,0.5274336518,1.3215966924,4.3858286185,REFERRED
hr1044,1,1,3,0,0,0,0,0,0.0347826087,0.1217391304,0.7723668357,2.0176181825,-1.278800725,-0.4214394877,0.4184376282,1.0552876164,3.4396877609,REFERRED
hr1045,1,1,3,0,0,0,0,0,0.0058252427,0.0262135922,0.6613449263,1.8891991936,-1.30279399,-0.4906484552,0.3629354971,0.8851954534,3.3777254319,REFERRED
hr1046,1,1,3,0,0,0,0,0.0222222222,0.015704154,0.0871327254,1.036348883,2.7851836607,-1.9614063582,-0.7425951444,0.7257544887,1.5064270497,5.4074995507,REFERRED
hr1047,1,1,3,0,0,0,0,0.0008,0.0602134146,0.2538109756,0.8271204752,2.5116280952,-1.4722938563,-0.5564204338,0.2179617256,0.8057343961,4.718163814,REFERRED
hr1048,1,1,3,0,0,0,0,0,0.0318021201,0.0671378092,0.6473934682,2.1320529169,-1.4537649479,-0.6049611198,0.185734344,1.0039220707,4.0430142386,REFERRED
hr1049,1,1,3,0,0,0,0,0.0276923077,0.013986014,0.1165501166,0.9487210818,1.9664312088,-1.1328823179,-0.1546145611,0.6238374435,1.2135853326,4.0266791242,REFERRED
hr105,1,1,1,0,0,54499.3333333333,1,0.12,0.0602134146,0.2538109756,0.9189910116,2.4536426961,-1.7456940261,-0.5423525172,0.6326499129,1.2351087079,4.7134421494,REFERRED
hr1050,1,1,3,0,0,0,0,0.020952381,0.0078328982,0.0223118918,0.7814056839,2.232056124,-1.6547366164,-0.5161603376,0.5216201399,1.2296851065,3.8201087262,REFERRED
hr1051,1,1,3,0,0,0,0,0.0338461538,0.0564516129,0.1801075269,0.7851721728,2.4324271587,-2.1664122059,-0.6724280709,0.6637371998,1.4383265471,3.9053148345,REFERRED
hr1052,1,1,3,0,0,0,0,0.04,0.0347826087,0.1217391304,0.818765963,2.537971467,-1.9666954595,-0.577171872,0.4697477864,1.2584075011,4.4681523388,REFERRED
hr1053,1,1,3,0,0,0,0,0,0.0058252427,0.0262135922,0.7501406213,1.9312939463,-1.2626507714,-0.3482801404,0.382824473,0.9609891114,3.9534046031,REFERRED
hr1054,1,1,3,0,0,0,0,0.02,0.1050583658,0.2564102564,0.7391068317,2.5342606591,-2.2740047591,-0.850709087,0.5792497811,1.4580118704,4.4708663478,REFERRED
hr1055,1,1,3,0,0,0,0,0.48,0.015704154,0.1165501166,0.857148876,2.3767046884,-1.5663416166,-0.7563381154,0.4746589676,1.2381418641,4.4133120966,REFERRED
hr1056,1,1,3,0,0,0,0,0.24,0.0391304348,0.2826086957,0.7729855105,2.5984852015,-2.1625382924,-0.7189589047,0.443982179,1.3040232682,4.3350650896,REFERRED
hr1057,1,1,3,0,0,0,0,0.0066666667,0.3079268293,0.5030487805,0.6687492313,2.2079560302,-1.7645903869,-0.6965297102,0.4445080538,1.1679215923,3.8635695372,REFERRED
hr1058,1,1,3,0,0,0,0,0,0.0007309942,0.0168128655,1.0179643859,2.5116216611,-1.6901674734,-0.5002245426,0.7216636626,1.382532387,5.0223721707,REFERRED
hr1059,1,1,3,0,0,0,0,0.08,0.0007309942,0.0168128655,1.012193366,2.4416204796,-1.7960525584,-0.5497306088,0.8832694504,1.6603939841,4.8865254077,REFERRED
hr106,1,17,1,0,0,81522.0555555556,0.9411764706,0,0.0563991323,0.3383947939,0.7546761897,1.6783159438,-0.5652108669,-0.2474064416,0.2140920051,0.9248660151,3.375463405,REFERRED
hr1060,1,1,3,0,0,0,0,0.96,0.0100250627,0.0601503759,0.7715044241,2.3591878634,-1.3554978166,-0.5616925416,0.1376980038,1.0385774866,4.9012198195,REFERRED
hr1061,1,1,3,0,0,0,0,0.32,0.0396039604,0.1683168317,0.8064336545,2.5110298909,-1.9627695302,-0.7023645224,0.4962724641,1.4709012631,4.0551751484,REFERRED
hr1062,1,24,3,1,1,54499.3333333333,1,0,0.0007309942,0.0168128655,0.4778481428,1.0907791204,-0.5396785035,-0.2278850126,0.2388018511,0.7818224223,2.073832265,PASS_OVER:HOUSE
hr1063,1,10,3,0,0,23302.5833333333,1,0,0.0007309942,0.0168128655,0.6448946223,1.7380918433,-1.077808691,-0.3634810703,0.2713908471,0.7624413182,3.1928412079,REPORTED
hr1064,1,42,3,0,0,73846.8333333333,0.6666666667,0.0070588235,0.0100250627,0.0601503759,0.6218014749,1.1606077819,-0.4605073792,-0.0909230107,0.391818964,0.8111461079,2.2421650418,REFERRED
hr1065,1,15,3,0,0,54499.3333333333,1,0.0018181818,0.015704154,0.0871327254,0.5990727078,1.5480189296,-0.9209574145,-0.3524447767,0.2780033329,0.7553590248,3.0962121312,REFERRED
hr1066,1,1,3,0,0,453096.555555556,0,0.1066666667,0.0078328982,0.0223118918,1.0285765853,2.4140376761,-1.7141640556,-0.5285837349,0.8743884757,1.665789469,4.4836991188,REFERRED
hr1067,1,2,3,1,1,96411.0769230769,0.5,0,0.0058252427,0.0262135922,0.754783339,2.2844589358,-1.5392116697,-0.673074655,0.3102182379,1.0521582972,4.4331911231,PASS_OVER:HOUSE
hr1068,1,2,3,1,1,96411.0769230769,0.5,0.0145454545,0.0509838998,0.1305903399,0.9894394763,2.1057395401,-1.0194673782,-0.2682686005,0.5063268088,1.232017465,4.3094846832,PASS_OVER:HOUSE
hr1069,1,1,3,0,0,76358.6,1,0.04,0.0058252427,0.0262135922,0.81399361,2.1993408536,-1.467317493,-0.5205640096,0.4594419016,1.1941214582,3.5352932888,REFERRED
hr107,1,39,1,0,0,81522.0555555556,1,0.012,0.1050583658,0.2010376135,0.3998226238,0.9908796301,-0.6032879664,-0.303227409,0.2319917473,0.8634642538,1.6858785586,REFERRED
hr1070,1,156,3,0,0,92769.3333333333,0.2756410256,0,0.0437566702,0.1419423693,0.7752708815,0.6649401785,-0.0018986353,0.3630207325,0.7739522459,1.0810242673,1.4622510125,REFERRED
hr1071,1,3,3,2,2,78312,0.6666666667,0,0.1875,0.375,0.58138852,2.2783987212,-1.9747371164,-0.7232507216,0.3125856502,1.0086720215,3.9861185111,ENACTED:SIGNED
hr1072,1,27,3,0,0,32111.1111111111,1,0,0.0318021201,0.0671378092,0.4291697182,1.3877272206,-0.7398970624,-0.4711501905,0.0317260386,0.763534755,2.2107071623,REFERRED
hr1073,1,4,3,1,1,8905.2631578947,0.5,0.48,0.0318021201,0.0671378092,0.6106067062,1.8181806423,-1.1215145693,-0.3835181249,0.1532279778,0.6997530099,3.4179704715,PASS_OVER:HOUSE
hr1074,1,180,3,0,0,66509.8888888889,0.4611111111,0,0.0337142857,0.1388571429,0.8484502269,0.4692503829,0.2921256933,0.6049324074,0.8562874986,1.0957338141,1.319565854,REFERRED
hr1075,1,3,3,0,0,22383.8125,0.6666666667,0.0133333333,0.0509838998,0.1305903399,0.7439993589,2.4197637462,-1.6311520103,-0.6267746995,0.2726476527,0.9943054917,4.5322611209,REFERRED
hr1076,1,7,3,0,0,82669.3333333333,0.8571428571,0.24,0.015704154,0.0871327254,0.6538036349,1.9504603686,-0.9082412802,-0.5089175169,0.1123813658,0.9308361602,3.3563860359,REFERRED
hr1077,1,69,3,0,0,77767.25,0.8115942029,0.0533333333,0.0310559006,0.115942029,0.4211772551,0.6038596001,-0.3760109712,-0.0188740881,0.4621350938,0.8726289402,1.1584169814,REFERRED
hr1078,1,59,3,0,0,10097.375,0.9830508475,0.0027906977,0.0078328982,0.0223118918,0.5557980751,0.9101826297,-0.4803969321,-0.1114080667,0.5102459699,1.0186232907,1.6209914292,REFERRED
hr1079,1,12,3,0,0,21761.8823529412,0.0833333333,0.24,0.0310559006,0.115942029,0.7481168543,2.1941959257,-1.3423763518,-0.5932546605,0.3177838393,0.8870886045,3.7557354042,REFERRED
hr108,1,1,1,0,0,81522.0555555556,1,0.0152941176,0.0509838998,0.1305903399,0.5398935502,2.1337615264,-1.4285648437,-0.7297944282,0.0372286527,0.6046610627,4.1317861933,REFERRED
hr1080,1,1,3,0,0,3333.3333333333,0,0,0.0564516129,0.1801075269,0.7251312395,2.0021050107,-1.4250802526,-0.4904397277,0.3882607902,1.1015492161,3.6872153788,REPORTED
hr1081,1,19,3,0,0,65065.4444444445,1,0.192,0.0318021201,0.0871327254,0.3888003124,1.0663600624,-0.6092970967,-0.2730983563,0.1577520681,0.7051761794,1.9054061859,REFERRED
hr1082,1,9,3,0,0,57703.625,1,0.48,0.0426540284,0.2654028436,0.5482857794,1.7546953173,-1.2506373834,-0.5578642098,0.2388093656,0.9072872729,3.2005817775,REFERRED
hr1083,1,4,3,0,0,29691.7407407407,0.75,0.48,0.0280373832,0.0934579439,0.7763553549,2.0751941622,-1.3098339128,-0.4418229081,0.3203529427,1.0522200657,4.2791974311,REFERRED
hr1084,1,51,3,0,0,44491.6363636364,0.0392156863,0.04,0.1875,0.375,0.6489303889,1.4807462009,-1.1733236913,-0.3294918286,0.6346084804,1.1440624181,2.688366435,REFERRED
hr1085,1,1,3,0,0,11968.0833333333,0,0,0.0100250627,0.0601503759,0.7879292083,2.171986246,-1.5821362992,-0.361792551,0.5264726241,1.2104604036,3.8614830184,REFERRED
hr1086,1,6,3,0,0,27529.0909090909,0,0,0.0594059406,0.2945544554,0.7054363026,2.1003233418,-1.4816262742,-0.5920853686,0.4085732965,1.0644933018,3.6565465772,REFERRED
hr1087,1,10,3,0,0,15462.5,0,0.015,0.0007309942,0.0168128655,0.9160356846,2.2615047349,-1.2073034661,-0.4069811441,0.5045201214,1.146697921,4.5191302013,REFERRED
hr1088,1,1,3,0,0,87850.3333333333,1,0.06,0.0007309942,0.0168128655,0.8821129106,2.6271754649,-1.7992019647,-0.5992325623,0.5287206438,1.3200959761,4.4626282215,REFERRED
hr1089,1,45,3,0,0,30212.4,0,0.0444444444,0.0280373832,0.0934579439,0.5755698022,1.3838270484,-1.085096164,-0.2408810585,0.5097166216,0.9972680506,2.2561741137,REFERRED
hr109,1,10,1,0,0,81522.0555555556,1,0.04,0.0100250627,0.0601503759,0.7170477754,1.7029577801,-0.7035474793,-0.2378271497,0.2333633555,0.9003439534,3.2548878616,REFERRED
hr1090,1,13,3,0,0,30212.4,0,0,0.0769230769,0.2564102564,0.7732642022,2.1480030225,-1.6645074277,-0.5827013043,0.5515815999,1.2445810151,3.4517525527,REFERRED
hr1091,1,133,3,0,0,85010.25,0.984962406,0.0096551724,0.0337142857,0.1388571429,0.0611491773,0.848846343,-1.0393045246,-0.7379263668,0.014751904,0.8720525839,1.0672038141,REFERRED
hr1092,1,2,3,2,2,220018.111111111,0,0,0.0509838998,0.1305903399,0.9868308238,2.1103646485,-0.9934826964,-0.2325761067,0.5501620049,1.1104881946,4.5670344501,ENACTED:SIGNED
hr1093,1,64,3,0,0,114795.294117647,0.171875,0.0109090909,0.0337142857,0.1388571429,0.6086289079,1.421465864,-1.0939206263,-0.3593895858,0.5740621856,1.1385504045,2.4780929256,REFERRED
hr1094,1,185,3,0,0,166724.333333333,0.1891891892,0.1066666667,0.0437566702,0.1419423693,0.8068322838,0.6842412004,-0.066114433,0.4130776374,0.8217735523,1.1264377666,1.4932728996,REFERRED
hr1095,1,44,3,1,1,13186.2083333333,0.7727272727,0.0571428571,0.0483870968,0.2741935484,0.594442596,0.766850955,-0.1697271879,0.1338411275,0.4862359857,0.8847022585,1.3948492715,PASS_OVER:HOUSE
hr1096,1,4,3,0,0,69694.1111111111,0,0,0.015704154,0.0871327254,0.8924752282,2.6442312045,-1.7724641747,-0.6091454324,0.4490895404,1.0747236111,4.9653931207,REFERRED
hr1097,1,39,3,0,0,112516.75,1,0.075,0.0437566702,0.1419423693,0.3689164863,1.0630412251,-0.6835138803,-0.3811581075,0.1032058155,0.8216041104,1.786807782,REFERRED
hr1099,1,18,3,0,0,83192.5454545455,1,0.0084848485,0.0100250627,0.0601503759,0.7899783114,1.1695840959,-0.2715775241,0.1200540366,0.5401225734,1.0948611756,2.4034013444,REFERRED
hr11,1,201,1,0,0,69694.1111111111,0,0.1066666667,0.0426540284,0.2654028436,0.6520924463,1.0005823532,-0.6611276091,-0.146772594,0.7515414891,1.1611644319,1.8053148199,REFERRED
hr110,1,4,1,0,0,57033.3636363636,0,0,0.0007309942,0.0168128655,0.6797681907,1.8623569586,-1.1167594814,-0.363904572,0.2937281114,0.887925136,3.5036288707,REFERRED
hr1100,1,15,3,0,0,15538.2857142857,0,0.96,0.015704154,0.0871327254,0.842185175,2.210960728,-1.5783060205,-0.5003982115,0.5780873378,1.2281797193,4.1821562362,REFERRED
hr1101,1,7,3,0,0,25591.8181818182,0,0,0.0078328982,0.0223118918,0.684672384,2.4135630748,-2.075851812,-0.6494231718,0.4657683264,1.1006633107,4.0666115471,REFERRED
hr1102,1,40,3,0,0,33017.55,0,0,0.0078328982,0.0223118918,0.9460382645,2.2123691922,-1.486450439,-0.3837749481,0.7116571582,1.2942929169,4.0642991529,REFERRED
hr1103,1,1,3,0,0,8169.696969697,1,0,0.0337142857,0.1388571429,0.5594529774,2.0663921173,-1.3381316624,-0.5663187727,0.0519949581,0.7275479866,3.5018303184,REPORTED
hr1104,1,4,3,0,0,125108.333333333,0,0.96,0.1050583658,0.2010376135,0.6804275953,2.0011376845,-1.3815944612,-0.4567513317,0.3299910255,1.0386407042,3.6044119127,REPORTED
hr1105,1,13,3,1,1,87080,0.4615384615,0.96,0.1050583658,0.2010376135,0.7926795381,1.6803739283,-0.876565838,-0.2544901534,0.4413304131,1.0194328588,3.553434542,PASS_OVER:HOUSE
hr1106,1,13,3,0,0,25779.6666666667,0.3076923077,0,0.0347826087,0.1217391304,0.853925537,1.7252152837,-1.0065662359,-0.2130179817,0.6193526278,1.175151198,3.6061554203,REFERRED
hr1107,1,1,3,0,0,23665.6875,0,0,0.0347826087,0.1217391304,0.7758426601,2.018590337,-1.3845641285,-0.4439101789,0.4400307079,1.1059558318,3.9327738416,REFERRED
hr1108,1,10,3,0,0,333989,0.3,0,0.015704154,0.0871327254,0.9286883806,2.2550145018,-1.7457180567,-0.5339779772,0.9212714688,1.5248932413,4.156604967,REFERRED
hr1109,1,1,3,0,0,3520.4054054054,0,0,0.0078328982,0.0223118918,0.9689854594,2.2916765793,-1.3320675515,-0.3323945562,0.4979256694,1.3008967792,4.3546825702,REFERRED
hr111,1,55,1,0,0,57033.3636363636,0.0727272727,0.06,0.1050583658,0.2010376135,0.8548362965,1.3632401872,-0.6562921363,-0.1108238038,0.7496914527,1.2023657428,2.8117324438,REFERRED
hr1110,1,7,3,0,0,5313.5,0,0.0005594406,0.015704154,0.0871327254,0.1912279157,0.9189143825,-0.7772031375,-0.4393683241,0.0084031949,0.6453890994,1.5224732033,REFERRED
hr1111,1,1,3,0,0,3520.4054054054,0,0,0.0337142857,0.1388571429,0.8597205664,2.1806043917,-1.6315122398,-0.4716381319,0.6621344446,1.4923719727,3.5748628229,REFERRED
hr1112,1,1,3,0,0,3520.4054054054,0,0.06,0.0602134146,0.2538109756,0.7144748279,2.3766898492,-1.7232368586,-0.648153174,0.347948221,1.0617614614,4.1346021867,REFERRED
hr1113,1,1,3,0,0,3520.4054054054,0,0,0.1325301205,0.2771084337,0.9859104311,2.6113745688,-2.0485993257,-0.4452813475,0.7355661597,1.5256468416,4.5058715531,REFERRED
hr1114,1,1,3,0,0,3520.4054054054,0,0,0.0602134146,0.2538109756,0.6928253016,2.4742829852,-1.9777967437,-0.8589772647,0.3735468703,1.1674445322,4.6313071965,REFERRED
hr1115,1,1,3,0,0,3520.4054054054,0,0.0472727273,0.015704154,0.0871327254,0.5821514797,2.5491397371,-1.8202062876,-0.8394666076,-0.0986524653,0.8081757258,4.3874581442,REFERRED
hr1116,1,1,3,0,0,3520.4054054054,0,0.016,0.0310559006,0.115942029,0.8719187801,1.9902684746,-1.1561007073,-0.4376092842,0.5852717441,1.2631250386,4.076083589,REFERRED
hr1117,1,1,3,0,0,3520.4054054054,0,0.0007017544,0.015704154,0.0871327254,0.5451882238,2.0451840041,-1.7098825564,-0.4660195388,0.2873871177,0.8630422947,3.4227845544,REFERRED
hr1118,1,1,3,0,0,3520.4054054054,0,0,0.0078328982,0.0223118918,0.7750650741,2.312516184,-1.4325980271,-0.5527861362,0.2977757466,0.9033953949,4.6432599957,REFERRED
hr1119,1,1,3,0,0,3520.4054054054,0,0,0.0318021201,0.0671378092,0.7112348361,2.4273185131,-1.8913010221,-0.7175104745,0.3968257593,1.0443015333,4.1725279825,REFERRED
hr112,1,1,1,0,0,14846.3333333333,0,0.96,0.0310559006,0.115942029,0.6296821222,2.3839832457,-1.5634346782,-0.7727142699,0.0842644851,0.9476229033,4.0954281243,REFERRED
hr1120,1,26,3,1,1,371.2307692308,1,0.0571428571,0.0318021201,0.0671378092,0.4352925503,1.179623764,-0.6179163871,-0.2753800718,0.095188544,0.7979866541,2.1395359885,PASS_OVER:HOUSE
hr1121,1,3,3,0,0,19914.6666666667,0,0,0.0602134146,0.2538109756,0.7418230019,2.077799737,-1.6924576281,-0.619468748,0.6142526931,1.3936849081,3.5387602353,REFERRED
hr1122,1,59,3,0,0,73846.8333333333,0.9491525424,0.32,0.0310559006,0.115942029,0.1129099649,0.8735487392,-1.099554271,-0.7512714782,0.3441666559,0.7279590193,1.0839262444,REFERRED
hr1123,1,11,3,1,1,96411.0769230769,0.3636363636,0.0035820896,0.0564516129,0.1801075269,0.9277115116,1.8266823515,-0.8892744458,-0.1990842496,0.5435580052,1.2224523466,3.8897784258,PASS_OVER:HOUSE
hr1124,1,70,3,0,0,35775.4615384615,0,0.0208,0.0602134146,0.2538109756,0.7362439088,1.7066882629,-1.3606084154,-0.3029020169,0.7045475606,1.3062196324,2.8565846977,REFERRED
hr1125,1,39,3,0,0,46678.8888888889,0.2307692308,0.08,0.0594059406,0.2945544554,0.5591817995,1.6432406956,-1.2600615492,-0.463572281,0.3569177012,1.055945065,2.6890978211,REFERRED
hr1126,1,7,3,0,0,23211.5384615385,1,0,0.0594059406,0.2945544554,0.6357384234,1.95080748,-1.3459937462,-0.5758771226,0.3388587351,0.9924716895,3.4281229147,REPORTED
hr1127,1,6,3,0,0,105943.958333333,0,0.045,0,0.15625,0.9944008618,2.4993712899,-1.8784331094,-0.5816761022,0.7794602206,1.7112106131,4.4584393103,REFERRED
hr1128,1,13,3,0,0,31328.5714285714,1,0,0.0483870968,0.2741935484,0.8214953054,1.6303349874,-0.5617632045,-0.1334186719,0.4072961836,0.9294982412,3.3542297719,REFERRED
hr1129,1,37,3,0,0,14100,0.5405405405,0,0.0100250627,0.0601503759,0.5809426555,1.4390898387,-0.812258856,-0.2228147124,0.2366754077,0.8091855888,2.6266650438,REFERRED
hr113,1,3,1,0,0,14846.3333333333,0,0.0064,0.0100250627,0.0601503759,0.6050241877,2.0782345694,-1.735303522,-0.630203023,0.3229485088,0.9863490347,3.6550378715,REFERRED
hr1130,1,92,3,0,0,12680.3157894737,0.4130434783,0.0466666667,0.0426540284,0.2654028436,0.888030902,0.6471487166,0.2304290123,0.4833964814,0.8128545539,1.0945130247,1.6926051974,REFERRED
